postcode,location,district,state,mukim,state_id,postcode1,postcode2,postcode3
01000,Kampung Guar Syed Alwi,Kangar,PERLIS,,,,,
01000,Kampung Guar Ujung Batu,Kangar,PERLIS,,,,,
01000,Kampung Gunong,Kangar,PERLIS,,,,,
01000,Kampung Guru,Kangar,PERLIS,,,,,
01000,Kampung Haji Daud,Kangar,PERLIS,,,,,
01000,Kampung Hutan Buluh,Kangar,PERLIS,,,,,
01000,Kampung Hutan Melintang,Kangar,PERLIS,,,,,
01000,Kampung Jarak,Kangar,PERLIS,,,,,
01000,Kampung Jejawi Dalam,Kangar,PERLIS,,,,,
01000,Kampung Jejawi Sematang,Kangar,PERLIS,,,,,
01000,Kampung Kechor,Kangar,PERLIS,,,,,
01000,Kampung Keranji,Kangar,PERLIS,,,,,
01000,Kampung Kota Keran,Kangar,PERLIS,,,,,
01000,Kampung Kota Ulu,Kangar,PERLIS,,,,,
01000,Kampung Kota,Kangar,PERLIS,,,,,
01000,Kampung Kubang Arang,Kangar,PERLIS,,,,,
01000,Kampung Kubang Badak,Kangar,PERLIS,,,,,
01000,Kampung Kubang Cekuang,Kangar,PERLIS,,,,,
01000,Kampung Kubang Gajah,Kangar,PERLIS,,,,,
01000,Kampung Kurung Batang,Kangar,PERLIS,,,,,
01000,Kampung Lin,Kangar,PERLIS,,,,,
01000,Kampung Masjid (Kangar),Kangar,PERLIS,,,,,
01000,Kampung Mengkuang Layar,Kangar,PERLIS,,,,,
01000,Kampung Nissam,Kangar,PERLIS,,,,,
01000,Kampung Nyak Adam,Kangar,PERLIS,,,,,
01000,Kampung Padang Behor,Kangar,PERLIS,,,,,
01000,Kampung Padang Jawa Seriab,Kangar,PERLIS,,,,,
01000,Kampung Padang Katong,Kangar,PERLIS,,,,,
01000,Kampung Padang Kedepiang,Kangar,PERLIS,,,,,
01000,Kampung Padang Machang,Kangar,PERLIS,,,,,
01000,Kampung Padang Nyaring,Kangar,PERLIS,,,,,
01000,Kampung Padang Pauh,Kangar,PERLIS,,,,,
01000,Kampung Padang Petani,Kangar,PERLIS,,,,,
01000,Kampung Padang Seberang,Kangar,PERLIS,,,,,
01000,Kampung Panggau,Kangar,PERLIS,,,,,
01000,Kampung Parit Jari,Kangar,PERLIS,,,,,
01000,Kampung Penghulu Bakar,Kangar,PERLIS,,,,,
01000,Kampung Pengkalan Asam,Kangar,PERLIS,,,,,
01000,Kampung Peseri,Kangar,PERLIS,,,,,
01000,Kampung Petai Hilir,Kangar,PERLIS,,,,,
01000,Kampung Petai,Kangar,PERLIS,,,,,
01000,Kampung Pokok Jawi,Kangar,PERLIS,,,,,
01000,Kampung Pondok,Kangar,PERLIS,,,,,
01000,Kampung Pulau,Kangar,PERLIS,,,,,
01000,Kampung Repoh Dagang,Kangar,PERLIS,,,,,
01000,Kampung Repoh,Kangar,PERLIS,,,,,
01000,Kampung Salang,Kangar,PERLIS,,,,,
01000,Kampung Santan Aur,Kangar,PERLIS,,,,,
01000,Kampung Santan Belat,Kangar,PERLIS,,,,,
01000,Kampung Santan Enam,Kangar,PERLIS,,,,,
01000,Kampung Santan Masjid,Kangar,PERLIS,,,,,
01000,Kampung Santan,Kangar,PERLIS,,,,,
01000,Kampung Sempering,Kangar,PERLIS,,,,,
01000,Kampung Sena Sematang,Kangar,PERLIS,,,,,
01000,Kampung Sena,Kangar,PERLIS,,,,,
01000,Kampung Sentang,Kangar,PERLIS,,,,,
01000,Kampung Sentua,Kangar,PERLIS,,,,,
01000,Kampung Seriab,Kangar,PERLIS,,,,,
01000,Kampung Sungai Bakong,Kangar,PERLIS,,,,,
01000,Kampung Sungai Baru,Kangar,PERLIS,,,,,
01000,Kampung Sungai Santan,Kangar,PERLIS,,,,,
01000,Kampung Sungai Siran,Kangar,PERLIS,,,,,
01000,Kampung Surau,Kangar,PERLIS,,,,,
01000,Kampung Syed Umar,Kangar,PERLIS,,,,,
01000,Kampung Tanjung Buluh,Kangar,PERLIS,,,,,
01000,Kampung Tanjung Gorah,Kangar,PERLIS,,,,,
01000,Kampung Tanjung Sila,Kangar,PERLIS,,,,,
01000,Kampung Tanjung,Kangar,PERLIS,,,,,
01000,Kampung Tebing Tinggi,Kangar,PERLIS,,,,,
01000,Kampung Telaga Idi,Kangar,PERLIS,,,,,
01000,Kampung Telaga Nyiur Manis,Kangar,PERLIS,,,,,
01000,Kampung Telok Epa,Kangar,PERLIS,,,,,
01000,Kampung Telok Gelam,Kangar,PERLIS,,,,,
01000,Kampung Telok Jambu,Kangar,PERLIS,,,,,
01000,Kampung Telok Kacang,Kangar,PERLIS,,,,,
01000,Kampung Telok Tui,Kangar,PERLIS,,,,,
01000,Kampung Temak,Kangar,PERLIS,,,,,
01000,Kampung Tengah Abi,Kangar,PERLIS,,,,,
01000,Kampung Titi Teras,Kangar,PERLIS,,,,,
01000,Kampung Titi Tok Bandar,Kangar,PERLIS,,,,,
01000,Kampung Tok Dewa,Kangar,PERLIS,,,,,
01000,Kampung Tok Gong,Kangar,PERLIS,,,,,
01000,Kampung Tok Jawa,Kangar,PERLIS,,,,,
01000,Kampung Tok Jepun,Kangar,PERLIS,,,,,
01000,Kampung Tok Kandang,Kangar,PERLIS,,,,,
01000,Kampung Tok Kembong,Kangar,PERLIS,,,,,
01000,Kampung Tok Larak,Kangar,PERLIS,,,,,
01000,Kampung Tok Peduka,Kangar,PERLIS,,,,,
01000,Kampung Tok Pong,Kangar,PERLIS,,,,,
01000,Kampung Tok Sumbing,Kangar,PERLIS,,,,,
01000,Kampung Ujung Bukit,Kangar,PERLIS,,,,,
01000,Kampung Utan Aji,Kangar,PERLIS,,,,,
01000,Kampung Utan Temak,Kangar,PERLIS,,,,,
01000,Kampung Wang Belimbing,Kangar,PERLIS,,,,,
01000,Kampung Wang Besar,Kangar,PERLIS,,,,,
01000,Kampung Wang Ulu,Kangar,PERLIS,,,,,
01000,Kangar,Kangar,PERLIS,,,,,
01000,Kubang Arang,Kangar,PERLIS,,,,,
01000,Lorong Haji Seman,Kangar,PERLIS,,,,,
01000,Lorong Kampung Sena,Kangar,PERLIS,,,,,
01000,Lorong Nisam,Kangar,PERLIS,,,,,
01000,Lorong Sekolah,Kangar,PERLIS,,,,,
01000,Lukuk Gajah,Kangar,PERLIS,,,,,
01000,Mengkuang Layar,Kangar,PERLIS,,,,,
01000,Padang Bohor,Kangar,PERLIS,,,,,
01000,Pengkalan Asam,Kangar,PERLIS,,,,,
01000,Perumahan Awam Bohor Lateh,Kangar,PERLIS,,,,,
01000,Perumahan Awam Santan,Kangar,PERLIS,,,,,
01000,Repoh,Kangar,PERLIS,,,,,
01000,Sena Rendang,Kangar,PERLIS,,,,,
01000,Taman Abu Bakar Munir,Kangar,PERLIS,,,,,
01000,Taman Aman,Kangar,PERLIS,,,,,
01000,Taman Bakau Emas,Kangar,PERLIS,,,,,
01000,Taman Behor Indah,Kangar,PERLIS,,,,,
01000,Taman Bintong Maju,Kangar,PERLIS,,,,,
01000,Taman Bintong Setia,Kangar,PERLIS,,,,,
01000,Taman Bintong Utama,Kangar,PERLIS,,,,,
01000,Taman Bukit Kaya,Kangar,PERLIS,,,,,
01000,Taman Bukit Kayangan,Kangar,PERLIS,,,,,
01000,Taman Bumita,Kangar,PERLIS,,,,,
01000,Taman Bunga Kemboja RPA,Kangar,PERLIS,,,,,
01000,Taman Bunga Raya,Kangar,PERLIS,,,,,
01000,Taman Cahaya,Kangar,PERLIS,,,,,
01000,Taman Cergas,Kangar,PERLIS,,,,,
01000,Taman Ceria,Kangar,PERLIS,,,,,
01000,Taman Choo Kee,Kangar,PERLIS,,,,,
01000,Taman Datuk Jaafar Hassan,Kangar,PERLIS,,,,,
01000,Taman Datuk Setia,Kangar,PERLIS,,,,,
01000,Taman Datuk Wan Ahmad,Kangar,PERLIS,,,,,
01000,Taman Desa Bintong,Kangar,PERLIS,,,,,
01000,Taman Desa Jarak,Kangar,PERLIS,,,,,
01000,Taman Desa Katong,Kangar,PERLIS,,,,,
01000,Taman Desa Kayangan,Kangar,PERLIS,,,,,
01000,Taman Desa Pulai,Kangar,PERLIS,,,,,
01000,Taman Desa Putra,Kangar,PERLIS,,,,,
01000,Taman Desa Sentua,Kangar,PERLIS,,,,,
01000,Taman Fauziah,Kangar,PERLIS,,,,,
01000,Taman Firdaus,Kangar,PERLIS,,,,,
01000,Taman Gasing,Kangar,PERLIS,,,,,
01000,Taman Gembira,Kangar,PERLIS,,,,,
01000,Taman Guru Jaya,Kangar,PERLIS,,,,,
01000,Taman Guru,Kangar,PERLIS,,,,,
01000,Taman Hijrah,Kangar,PERLIS,,,,,
01000,Taman Idaman,Kangar,PERLIS,,,,,
01000,Taman Indera,Kangar,PERLIS,,,,,
01000,Taman Intan,Kangar,PERLIS,,,,,
01000,Taman Ira,Kangar,PERLIS,,,,,
01000,Taman Jali,Kangar,PERLIS,,,,,
01000,Taman Jarak,Kangar,PERLIS,,,,,
01000,Taman Jawi Matang,Kangar,PERLIS,,,,,
01000,Taman Jaya Diri,Kangar,PERLIS,,,,,
01000,Taman Jaya,Kangar,PERLIS,,,,,
01000,Taman Jejawi,Kangar,PERLIS,,,,,
01000,Taman Jelati,Kangar,PERLIS,,,,,
01000,Taman Kangar,Kangar,PERLIS,,,,,
01000,Taman Kastam,Kangar,PERLIS,,,,,
01000,Taman Kayangan Indah,Kangar,PERLIS,,,,,
01000,Taman Kechor Indah,Kangar,PERLIS,,,,,
01000,Taman Kechor Jaya,Kangar,PERLIS,,,,,
01000,Taman Kecor Indah,Kangar,PERLIS,,,,,
01000,Taman Kemajuan,Kangar,PERLIS,,,,,
01000,Taman Kenanga,Kangar,PERLIS,,,,,
01000,Taman Koperasi,Kangar,PERLIS,,,,,
01000,Taman Lewata,Kangar,PERLIS,,,,,
01000,Taman Lima Naleh,Kangar,PERLIS,,,,,
01000,Taman Mada Sepakat,Kangar,PERLIS,,,,,
01000,Taman Mas Muda,Kangar,PERLIS,,,,,
01000,Taman Mas Putra,Kangar,PERLIS,,,,,
01000,Taman Mas Ria,Kangar,PERLIS,,,,,
01000,Taman Medan Sepakat,Kangar,PERLIS,,,,,
01000,Taman Merpati,Kangar,PERLIS,,,,,
01000,Taman Mesra Jejawi,Kangar,PERLIS,,,,,
01000,Taman Mesra,Kangar,PERLIS,,,,,
01000,Taman Mewah,Kangar,PERLIS,,,,,
01000,Taman Muda Sepakat,Kangar,PERLIS,,,,,
01000,Taman Murni,Kangar,PERLIS,,,,,
01000,Taman Mutiara,Kangar,PERLIS,,,,,
01000,Taman Norma,Kangar,PERLIS,,,,,
01000,Taman Peduka,Kangar,PERLIS,,,,,
01000,Taman Pekeliling,Kangar,PERLIS,,,,,
01000,Taman Pengkalan Assam,Kangar,PERLIS,,,,,
01000,Taman Pengkalan Indah,Kangar,PERLIS,,,,,
01000,Taman Perlis,Kangar,PERLIS,,,,,
01000,Taman Permai,Kangar,PERLIS,,,,,
01000,Taman Pertama,Kangar,PERLIS,,,,,
01000,Taman Pertiwi Indah,Kangar,PERLIS,,,,,
01000,Taman Pertiwi Seriab,Kangar,PERLIS,,,,,
01000,Taman Putera,Kangar,PERLIS,,,,,
01000,Taman Putra Putri,Kangar,PERLIS,,,,,
01000,Taman Rasa Sayang,Kangar,PERLIS,,,,,
01000,Taman Repoh Indah,Kangar,PERLIS,,,,,
01000,Taman Repoh Jaya,Kangar,PERLIS,,,,,
01000,Taman Repoh,Kangar,PERLIS,,,,,
01000,Taman Sena Indah,Kangar,PERLIS,,,,,
01000,Taman Sena Permai,Kangar,PERLIS,,,,,
01000,Taman Sena,Kangar,PERLIS,,,,,
01000,Taman Sentua,Kangar,PERLIS,,,,,
01000,Taman Sepadu 1,Kangar,PERLIS,,,,,
01000,Taman Sepadu,Kangar,PERLIS,,,,,
01000,Taman Seri Bahagia,Kangar,PERLIS,,,,,
01000,Taman Seri Embun,Kangar,PERLIS,,,,,
01000,Taman Seri Idaman,Kangar,PERLIS,,,,,
01000,Taman Seri Intan,Kangar,PERLIS,,,,,
01000,Taman Seri Manis,Kangar,PERLIS,,,,,
01000,Taman Seri Medan,Kangar,PERLIS,,,,,
01000,Taman Seri Murni,Kangar,PERLIS,,,,,
01000,Taman Seri Pilihan,Kangar,PERLIS,,,,,
01000,Taman Seri Puchong,Kangar,PERLIS,,,,,
01000,Taman Seri Pulai 4,Kangar,PERLIS,,,,,
01000,Taman Seri Tanjung,Kangar,PERLIS,,,,,
01000,Taman Seriab,Kangar,PERLIS,,,,,
01000,Taman Setia Utama,Kangar,PERLIS,,,,,
01000,Taman Simpang Tiga,Kangar,PERLIS,,,,,
01000,Taman Sri Guar Syed Alwi,Kangar,PERLIS,,,,,
01000,Taman Suriani,Kangar,PERLIS,,,,,
01000,Taman Syed Alwi,Kangar,PERLIS,,,,,
01000,Taman Ten,Kangar,PERLIS,,,,,
01000,Taman Teratai,Kangar,PERLIS,,,,,
01000,Taman Tok Peduka,Kangar,PERLIS,,,,,
01000,Taman Utama Indah,Kangar,PERLIS,,,,,
01000,Taman Utama,Kangar,PERLIS,,,,,
01000,Taman Utara,Kangar,PERLIS,,,,,
01000,Taman Wira,Kangar,PERLIS,,,,,
01000,Titi Chai,Kangar,PERLIS,,,,,
01000,Titi Midin,Kangar,PERLIS,,,,,
01000,Tok Peduka,Kangar,PERLIS,,,,,
01000,Ujung Batu,Kangar,PERLIS,,,,,
01007,Peti Surat,Kangar,PERLIS,,,,,
01009,Beg Berkunci,Kangar,PERLIS,,,,,
01500,DYMM Tuanku Raja Perlis,Kangar,PERLIS,,,,,
01502,YAB Menteri Besar Perlis,Kangar,PERLIS,,,,,
01503,Setiausaha Kerajaan Negeri,Kangar,PERLIS,,,,,
01504,Biro Bantuan Guaman,Kangar,PERLIS,,,,,
01505,Biro Pengaduan Awam,Kangar,PERLIS,,,,,
01506,Mahkamah Sesyen,Kangar,PERLIS,,,,,
01506,Mahkamah Tinggi,Kangar,PERLIS,,,,,
01508,Amanah Raya Berhad,Kangar,PERLIS,,,,,
01512,Penasihat Undang-Undang Negeri,Kangar,PERLIS,,,,,
01514,Jabatan Perangkaan,Kangar,PERLIS,,,,,
01516,Jabatan Pemegang Harta,Kangar,PERLIS,,,,,
01517,Jabatan Perpaduan Negara,Kangar,PERLIS,,,,,
01518,Jabatan Audit Negeri,Kangar,PERLIS,,,,,
01524,Setiausaha Keselamatan Negeri,Kangar,PERLIS,,,,,
01529,Unit Penyelidikan Sosio Ekonomi,Kangar,PERLIS,,,,,
01532,Jabatan Sumber Manusia,Kangar,PERLIS,,,,,
01538,Jabatan Keselamatan Sosial (Perkeso),Kangar,PERLIS,,,,,
01540,Jabatan Tenaga Rakyat,Kangar,PERLIS,,,,,
01546,Pejabat Rela Negeri,Kangar,PERLIS,,,,,
01546,Unit Pencegah Penyeludupan,Kangar,PERLIS,,,,,
01550,Jabatan Imigresen,Kangar,PERLIS,,,,,
01551,Jabatan Pendaftaran Negara,Kangar,PERLIS,,,,,
01556,Jabatan Pertahanan Awam,Kangar,PERLIS,,,,,
01560,Ketua Polis Negeri,Kangar,PERLIS,,,,,
01564,Jabatan Kebajikan Masyarakat,Kangar,PERLIS,,,,,
01570,Jabatan Belia & Sukan,Kangar,PERLIS,,,,,
01572,Perpustakaan Awam Negeri,Kangar,PERLIS,,,,,
01576,Jabatan Tanah & Galian,Kangar,PERLIS,,,,,
01578,Jabatan Ukur & Pemetaan,Kangar,PERLIS,,,,,
01582,Jabatan Kerja Raya,Kangar,PERLIS,,,,,
01586,Hospital Kangar,Kangar,PERLIS,,,,,
01590,Jabatan Kesihatan,Kangar,PERLIS,,,,,
01592,Pegawai Kewangan Negeri,Kangar,PERLIS,,,,,
01594,Akauntan Negeri,Kangar,PERLIS,,,,,
01596,Jabatan Kastam & Eksais Di Raja,Kangar,PERLIS,,,,,
01598,Kumpulan Wang Simpanan Pekerja,Kangar,PERLIS,,,,,
01600,Lembaga Hasil Dalam Negeri,Kangar,PERLIS,,,,,
01604,Jabatan Pendidikan,Kangar,PERLIS,,,,,
01606,Jabatan Kemajuan Masyarakat (Kemas),Kangar,PERLIS,,,,,
01608,Jabatan Pembangunan Koperasi,Kangar,PERLIS,,,,,
01609,Pejabat Mara Negeri,Kangar,PERLIS,,,,,
01610,Bahagian Perlesenan - Kementerian Penerangan,Kangar,PERLIS,,,,,
01612,Jabatan Penerangan,Kangar,PERLIS,,,,,
01614,Jabatan Penyiaran,Kangar,PERLIS,,,,,
01620,Jabatan Pengangkutan Jalan,Kangar,PERLIS,,,,,
01622,Unit Penguatkuasa Kem. Perdagangan & Perindustrian,Kangar,PERLIS,,,,,
01626,Jabatan Pengairan & Saliran,Kangar,PERLIS,,,,,
01628,Jabatan Perikanan,Kangar,PERLIS,,,,,
01630,Jabatan Haiwan,Kangar,PERLIS,,,,,
01632,Jabatan Pertanian,Kangar,PERLIS,,,,,
01634,Panglima Markas 12 Briged,Kangar,PERLIS,,,,,
01644,Majlis Perbandaran Kangar,Kangar,PERLIS,,,,,
01646,Jabatan Perancang Bandar & Desa,Kangar,PERLIS,,,,,
01648,Jabatan Bomba & Penyelamat,Kangar,PERLIS,,,,,
01660,Jabatan Perhutanan,Kangar,PERLIS,,,,,
01664,Jabatan Perhilitan,Kangar,PERLIS,,,,,
01670,Pos Malaysia Berhad,Kangar,PERLIS,,,,,
01672,Telekom Malaysia Berhad,Kangar,PERLIS,,,,,
01673,Tenaga Nasional Berhad,Kangar,PERLIS,,,,,
01674,Pegawai Kemajuan Negeri,Kangar,PERLIS,,,,,
01676,Jabatan Agama Islam Perlis,Kangar,PERLIS,,,,,
01680,Dewan Undangan Negeri,Kangar,PERLIS,,,,,
01694,Jabatan Kebudayaan & Kesenian,Kangar,PERLIS,,,,,
02000,Al Marhom Kayang,Kuala Perlis,PERLIS,,,,,
02000,Bohor Lateh,Kuala Perlis,PERLIS,,,,,
02000,Bohor Mali,Kuala Perlis,PERLIS,,,,,
02000,Bukit Puteh,Kuala Perlis,PERLIS,,,,,
02000,Bukit Tok Po,Kuala Perlis,PERLIS,,,,,
02000,Jalan Besar,Kuala Perlis,PERLIS,,,,,
02000,Jalan Lama Kuala Perlis (Batu 4),Kuala Perlis,PERLIS,,,,,
02000,Jalan Masjid,Kuala Perlis,PERLIS,,,,,
02000,Jalan Miri,Kuala Perlis,PERLIS,,,,,
02000,Jalan Panggong,Kuala Perlis,PERLIS,,,,,
02000,Jalan Serawak,Kuala Perlis,PERLIS,,,,,
02000,Jalan Siakap,Kuala Perlis,PERLIS,,,,,
02000,Jalan Simpang Empat (Batu 3 3/4 - 4 1/2),Kuala Perlis,PERLIS,,,,,
02000,Kampung Bahagia,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bangsal Lebah,Kuala Perlis,PERLIS,,,,,
02000,Kampung Baru (Jalan Sarawak),Kuala Perlis,PERLIS,,,,,
02000,Kampung Baru Jeti,Kuala Perlis,PERLIS,,,,,
02000,Kampung Baru Tandiap,Kuala Perlis,PERLIS,,,,,
02000,Kampung Baru Tok Kuning,Kuala Perlis,PERLIS,,,,,
02000,Kampung Batu Buaya,Kuala Perlis,PERLIS,,,,,
02000,Kampung Batu Lima,Kuala Perlis,PERLIS,,,,,
02000,Kampung Behor Lateh,Kuala Perlis,PERLIS,,,,,
02000,Kampung Belakang Kilang,Kuala Perlis,PERLIS,,,,,
02000,Kampung Besar,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bohor Ibus,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bohor Lateh,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bohor Mesjid,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bohor Rotan Pahit,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bohor Tui,Kuala Perlis,PERLIS,,,,,
02000,Kampung Bukit Papan,Kuala Perlis,PERLIS,,,,,
02000,Kampung Hujung Tanjung,Kuala Perlis,PERLIS,,,,,
02000,Kampung Kolam Raja,Kuala Perlis,PERLIS,,,,,
02000,Kampung Kota Kayang,Kuala Perlis,PERLIS,,,,,
02000,Kampung Kuala,Kuala Perlis,PERLIS,,,,,
02000,Kampung Kurung Tengar,Kuala Perlis,PERLIS,,,,,
02000,Kampung Langgar,Kuala Perlis,PERLIS,,,,,
02000,Kampung Nelayan,Kuala Perlis,PERLIS,,,,,
02000,Kampung Padang Besar Selatan,Kuala Perlis,PERLIS,,,,,
02000,Kampung Padang Cina,Kuala Perlis,PERLIS,,,,,
02000,Kampung Padang Jamil,Kuala Perlis,PERLIS,,,,,
02000,Kampung Pak Lengah,Kuala Perlis,PERLIS,,,,,
02000,Kampung Peladang,Kuala Perlis,PERLIS,,,,,
02000,Kampung Perak,Kuala Perlis,PERLIS,,,,,
02000,Kampung Pokok Asam,Kuala Perlis,PERLIS,,,,,
02000,Kampung Puju,Kuala Perlis,PERLIS,,,,,
02000,Kampung Pulau Ketam,Kuala Perlis,PERLIS,,,,,
02000,Kampung Pulau,Kuala Perlis,PERLIS,,,,,
02000,Kampung Seberang Alor,Kuala Perlis,PERLIS,,,,,
02000,Kampung Seberang Jaya,Kuala Perlis,PERLIS,,,,,
02000,Kampung Seberang Tok PI,Kuala Perlis,PERLIS,,,,,
02000,Kampung Sungai Mati,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tandiap,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tanjung Gelam,Kuala Perlis,PERLIS,,,,,
02000,Kampung Telok,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tengah Bohor Lateh,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tengah,Kuala Perlis,PERLIS,,,,,
02000,Kampung Terus Teritip,Kuala Perlis,PERLIS,,,,,
02000,Kampung Titi Serong,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tok Kaya,Kuala Perlis,PERLIS,,,,,
02000,Kampung Tok Kuning,Kuala Perlis,PERLIS,,,,,
02000,Kampung Utan Ibus,Kuala Perlis,PERLIS,,,,,
02000,Kampung Wai,Kuala Perlis,PERLIS,,,,,
02000,Kampung Wang Pinang,Kuala Perlis,PERLIS,,,,,
02000,Kawasan Perindustrian Kuala Perlis,Kuala Perlis,PERLIS,,,,,
02000,Kuala Perlis,Kuala Perlis,PERLIS,,,,,
02000,Persiaran Putra Timur 1,Kuala Perlis,PERLIS,,,,,
02000,PPRT Tok Kuning,Kuala Perlis,PERLIS,,,,,
02000,Rancangan Perumahan Awam 2 KPS,Kuala Perlis,PERLIS,,,,,
02000,Sungai Berembang,Kuala Perlis,PERLIS,,,,,
02000,Sungai Manor,Kuala Perlis,PERLIS,,,,,
02000,Sungai Siput,Kuala Perlis,PERLIS,,,,,
02000,Taman Berlian,Kuala Perlis,PERLIS,,,,,
02000,Taman Bukit Kubu,Kuala Perlis,PERLIS,,,,,
